user_id,emotion,user_id.1,gaze_x,gaze_y,attention_time,emotion_score,engagement_score,Product Features,Eye direction
304,sad,113,426,187,4.122229551,0.2,4.322229551,NA,NA
981,neutral,114,581,102,3.523232385,0.5,4.023232385,NA,NA
461,angry,115,195,183,1.389957085,0,1.389957085,NA,NA
448,angry,116,474,425,1.574827947,0,1.574827947,NA,NA
255,angry,117,230,367,4.907071826,0,4.907071826,NA,NA
517,angry,118,83,349,4.709386325,0,4.709386325,NA,NA
315,surprise,119,89,145,4.223012921,0.8,5.023012921,NA,NA
492,happy,120,9,323,4.696515892,1,5.696515892,NA,NA
824,happy,121,36,178,4.740535336,1,5.740535336,NA,NA
169,surprise,122,77,35,2.01300855,0.8,2.81300855,NA,NA
84,neutral,123,496,422,3.94019868,0.5,4.44019868,NA,NA
263,angry,124,304,81,3.471443722,0,3.471443722,NA,NA
125,angry,125,522,139,4.535369655,0,4.535369655,NA,NA
702,happy,126,216,254,2.362704072,1,3.362704072,NA,NA
725,happy,127,96,7,1.956043049,1,2.956043049,NA,NA
939,angry,128,443,426,2.705040993,0,2.705040993,NA,NA
49,angry,129,351,17,1.936625655,0,1.936625655,NA,NA
817,angry,130,496,264,3.720418736,0,3.720418736,NA,NA
960,angry,131,439,420,1.300689054,0,1.300689054,NA,NA
514,neutral,132,447,107,4.787391262,0.5,5.287391262,NA,NA
191,surprise,133,723,317,4.538653194,0.8,5.338653194,NA,NA
991,neutral,134,159,262,3.918421998,0.5,4.418421998,NA,NA
81,neutral,135,426,359,1.839477136,0.5,2.339477136,NA,NA
938,sad,136,120,414,2.481193189,0.2,2.681193189,NA,NA
860,surprise,137,221,102,1.196190057,0.8,1.996190057,NA,NA
320,neutral,138,220,215,3.098941233,0.5,3.598941233,NA,NA
319,happy,139,156,405,2.747211019,1,3.747211019,NA,NA
595,sad,140,480,398,4.400330783,0.2,4.600330783,NA,NA
970,angry,141,172,365,2.492276806,0,2.492276806,NA,NA
613,surprise,142,225,93,2.612799181,0.8,3.412799181,NA,NA
85,sad,143,56,280,3.798039115,0.2,3.998039115,NA,NA
78,angry,144,530,282,3.792915346,0,3.792915346,NA,NA
55,sad,145,653,177,3.40083082,0.2,3.60083082,NA,NA
305,happy,146,384,389,4.39561358,1,5.39561358,NA,NA
921,neutral,147,308,386,2.136445902,0.5,2.636445902,NA,NA
501,surprise,148,68,362,3.19895766,0.8,3.99895766,NA,NA
971,sad,149,115,1,3.548718178,0.2,3.748718178,NA,NA
521,happy,150,725,153,1.315518615,1,2.315518615,NA,NA
1000,happy,151,322,176,3.817246587,1,4.817246587,NA,NA
344,angry,152,27,166,2.715980282,0,2.715980282,NA,NA
103,angry,153,566,85,2.592331267,0,2.592331267,NA,NA
342,neutral,154,140,101,2.154308074,0.5,2.654308074,NA,NA
606,surprise,155,693,202,3.922352166,0.8,4.722352166,NA,NA
143,neutral,156,713,219,3.125784275,0.5,3.625784275,NA,NA
155,sad,157,776,270,2.844187122,0.2,3.044187122,NA,NA
36,happy,158,38,79,3.465267451,1,4.465267451,NA,NA
215,surprise,159,559,248,3.845082717,0.8,4.645082717,NA,NA
738,angry,160,318,168,4.300470032,0,4.300470032,NA,NA
484,surprise,161,612,157,4.074648906,0.8,4.874648906,NA,NA
918,angry,162,631,496,2.596143892,0,2.596143892,NA,NA
933,happy,163,169,433,2.622256569,1,3.622256569,NA,NA
500,happy,164,530,44,3.092592883,1,4.092592883,NA,NA
395,angry,165,331,378,2.9931209,0,2.9931209,NA,NA
676,sad,166,449,267,2.09245207,0.2,2.29245207,NA,NA
512,neutral,167,784,217,2.88835381,0.5,3.38835381,NA,NA
147,angry,168,542,478,2.180503892,0,2.180503892,NA,NA
781,neutral,169,283,266,3.775183603,0.5,4.275183603,NA,NA
192,angry,170,16,132,1.903759652,0,1.903759652,NA,NA
90,neutral,171,154,342,3.331103181,0.5,3.831103181,NA,NA
926,neutral,172,94,236,3.168206791,0.5,3.668206791,NA,NA
519,neutral,173,653,41,2.947876257,0.5,3.447876257,NA,NA
674,angry,174,564,369,4.416014358,0,4.416014358,NA,NA
358,happy,175,724,148,3.530065275,1,4.530065275,NA,NA
22,angry,176,158,143,2.418284404,0,2.418284404,NA,NA
758,neutral,177,306,340,1.931486916,0.5,2.431486916,NA,NA
492,happy,178,228,403,1.294129079,1,2.294129079,NA,NA
500,happy,179,702,428,4.159806302,1,5.159806302,NA,NA
38,surprise,180,12,371,2.773185376,0.8,3.573185376,NA,NA
623,surprise,181,609,455,2.691966094,0.8,3.491966094,NA,NA
286,surprise,182,637,497,3.754243497,0.8,4.554243497,NA,NA
903,surprise,183,6,347,2.445523566,0.8,3.245523566,NA,NA
514,neutral,184,242,483,3.922590249,0.5,4.422590249,NA,NA
412,sad,185,795,312,4.381669084,0.2,4.581669084,NA,NA
394,sad,186,212,193,3.758525747,0.2,3.958525747,NA,NA
64,happy,187,445,179,2.36861519,1,3.36861519,NA,NA
265,neutral,188,223,339,2.130954943,0.5,2.630954943,NA,NA
715,surprise,189,190,57,1.816838322,0.8,2.616838322,NA,NA
167,angry,190,490,462,2.855485243,0,2.855485243,NA,NA
887,sad,191,143,378,3.784488264,0.2,3.984488264,NA,NA
509,angry,192,31,378,3.023194965,0,3.023194965,NA,NA
334,sad,193,675,31,4.201502918,0.2,4.401502918,NA,NA
344,angry,194,166,124,1.930801018,0,1.930801018,NA,NA
376,surprise,195,744,284,2.59494101,0.8,3.39494101,NA,NA
668,sad,196,394,128,1.576424589,0.2,1.776424589,NA,NA
272,neutral,197,480,409,2.83917126,0.5,3.33917126,NA,NA
247,surprise,198,413,144,2.694513381,0.8,3.494513381,NA,NA
32,sad,199,277,468,4.505278771,0.2,4.705278771,NA,NA
255,angry,200,654,340,4.165271029,0,4.165271029,NA,NA
749,surprise,201,360,120,2.793459684,0.8,3.593459684,NA,NA
98,surprise,202,241,154,2.519707547,0.8,3.319707547,NA,NA
794,angry,203,798,344,3.765175587,0,3.765175587,NA,NA
515,happy,204,381,31,1.176238191,1,2.176238191,NA,NA
558,happy,205,610,425,1.472497402,1,2.472497402,NA,NA
804,neutral,206,77,129,2.089773509,0.5,2.589773509,NA,NA
608,angry,207,595,24,2.022927535,0,2.022927535,NA,NA
145,neutral,208,537,419,4.811826779,0.5,5.311826779,NA,NA
51,happy,209,595,172,2.405598848,1,3.405598848,NA,NA
237,happy,210,772,360,4.86852599,1,5.86852599,NA,NA
477,happy,211,640,136,4.052474176,1,5.052474176,NA,NA
466,neutral,212,243,266,4.542277674,0.5,5.042277674,NA,NA
968,angry,213,369,310,3.958749379,0,3.958749379,NA,NA
239,neutral,214,34,346,2.584339985,0.5,3.084339985,NA,NA
211,happy,215,48,19,1.757144101,1,2.757144101,NA,NA
659,surprise,216,98,141,1.152247833,0.8,1.952247833,NA,NA
150,sad,217,299,134,2.468549764,0.2,2.668549764,NA,NA
31,sad,218,118,99,4.603095919,0.2,4.803095919,NA,NA
571,surprise,219,742,170,3.913824202,0.8,4.713824202,NA,NA
713,angry,220,529,390,1.330718866,0,1.330718866,NA,NA
938,sad,221,537,125,2.131211897,0.2,2.331211897,NA,NA
515,happy,222,104,414,2.528805372,1,3.528805372,NA,NA
119,sad,223,424,454,2.094470022,0.2,2.294470022,NA,NA
644,sad,224,451,421,1.548269779,0.2,1.748269779,NA,NA
469,surprise,225,338,461,3.529589941,0.8,4.329589941,NA,NA
921,neutral,226,187,209,3.025853641,0.5,3.525853641,NA,NA
52,neutral,227,472,363,3.004646378,0.5,3.504646378,NA,NA
10,angry,228,118,228,4.640221319,0,4.640221319,NA,NA
578,angry,229,250,80,3.65275405,0,3.65275405,NA,NA
402,surprise,230,224,471,3.675059501,0.8,4.475059501,NA,NA
584,surprise,231,681,345,2.565468253,0.8,3.365468253,NA,NA
268,surprise,232,103,495,1.584404837,0.8,2.384404837,NA,NA
367,surprise,233,307,134,1.082370441,0.8,1.882370441,NA,NA
826,sad,234,741,98,2.139276357,0.2,2.339276357,NA,NA
378,surprise,235,115,36,3.600252669,0.8,4.400252669,NA,NA
495,happy,236,290,369,4.108532328,1,5.108532328,NA,NA
931,happy,237,462,162,2.053802447,1,3.053802447,NA,NA
55,sad,238,760,228,4.037842481,0.2,4.237842481,NA,NA
439,neutral,239,280,426,1.052870842,0.5,1.552870842,NA,NA
332,neutral,240,718,281,2.369219369,0.5,2.869219369,NA,NA
476,neutral,241,482,461,2.948336051,0.5,3.448336051,NA,NA
145,neutral,242,603,378,4.903404654,0.5,5.403404654,NA,NA
660,happy,243,284,279,3.417383844,1,4.417383844,NA,NA
680,sad,244,740,436,3.941944772,0.2,4.141944772,NA,NA
117,sad,245,794,325,4.138038682,0.2,4.338038682,NA,NA
26,angry,246,682,269,3.262652769,0,3.262652769,NA,NA
326,angry,247,454,49,4.402966397,0,4.402966397,NA,NA
768,neutral,248,738,217,2.958336469,0.5,3.458336469,NA,NA
354,angry,249,538,188,1.420542286,0,1.420542286,NA,NA
22,angry,250,449,248,4.606974743,0,4.606974743,NA,NA
876,surprise,251,517,286,3.894054856,0.8,4.694054856,NA,NA
711,surprise,252,419,388,4.308846803,0.8,5.108846803,NA,NA
360,surprise,253,414,318,3.437159571,0.8,4.237159571,NA,NA
48,surprise,254,369,116,1.874928832,0.8,2.674928832,NA,NA
359,neutral,255,354,222,3.95101179,0.5,4.45101179,NA,NA
952,sad,256,797,363,4.8444579,0.2,5.0444579,NA,NA
868,happy,257,364,439,2.530265902,1,3.530265902,NA,NA
179,angry,258,400,411,4.341573942,0,4.341573942,NA,NA
725,happy,259,386,344,2.700228993,1,3.700228993,NA,NA
356,angry,260,739,261,1.132939165,0,1.132939165,NA,NA
133,neutral,261,550,146,4.232462505,0.5,4.732462505,NA,NA
853,surprise,262,343,154,2.714356853,0.8,3.514356853,NA,NA
701,angry,263,698,91,4.274897308,0,4.274897308,NA,NA
899,sad,264,626,89,4.075433773,0.2,4.275433773,NA,NA
5,happy,265,327,104,2.493324389,1,3.493324389,NA,NA
368,neutral,266,655,79,1.438378612,0.5,1.938378612,NA,NA
595,sad,267,66,427,2.096307699,0.2,2.296307699,NA,NA
2,angry,268,788,430,1.421499253,0,1.421499253,NA,NA
820,surprise,269,205,323,1.251271385,0.8,2.051271385,NA,NA
347,surprise,270,237,21,3.496655294,0.8,4.296655294,NA,NA
763,angry,271,240,493,1.878127808,0,1.878127808,NA,NA
483,sad,272,363,52,3.607580568,0.2,3.807580568,NA,NA
16,sad,273,278,153,1.127390012,0.2,1.327390012,NA,NA
986,angry,274,401,345,1.132151796,0,1.132151796,NA,NA
784,sad,275,436,145,2.338076132,0.2,2.538076132,NA,NA
943,neutral,276,179,414,4.618758832,0.5,5.118758832,NA,NA
983,surprise,277,178,324,2.07925227,0.8,2.87925227,NA,NA
270,happy,278,411,296,4.745167426,1,5.745167426,NA,NA
537,surprise,279,779,2,3.365035787,0.8,4.165035787,NA,NA
995,surprise,280,560,227,1.962771365,0.8,2.762771365,NA,NA
224,surprise,281,429,270,4.525423442,0.8,5.325423442,NA,NA
997,sad,282,124,447,3.447763292,0.2,3.647763292,NA,NA
139,happy,283,196,274,4.081593345,1,5.081593345,NA,NA
983,surprise,284,688,429,2.181364055,0.8,2.981364055,NA,NA
127,angry,285,602,376,3.406509418,0,3.406509418,NA,NA
982,sad,286,672,256,2.346861304,0.2,2.546861304,NA,NA
810,neutral,287,10,183,1.911464551,0.5,2.411464551,NA,NA
654,happy,288,296,48,2.114788092,1,3.114788092,NA,NA
491,happy,289,676,180,1.078121659,1,2.078121659,NA,NA
505,neutral,290,71,410,4.006672121,0.5,4.506672121,NA,NA
773,neutral,291,548,54,4.23950201,0.5,4.73950201,NA,NA
364,sad,292,388,203,4.487242764,0.2,4.687242764,NA,NA
192,angry,293,623,53,4.671825126,0,4.671825126,NA,NA
684,sad,294,449,266,2.810116987,0.2,3.010116987,NA,NA
643,happy,295,324,195,2.412772259,1,3.412772259,NA,NA
164,sad,296,67,77,1.531435451,0.2,1.731435451,NA,NA
320,neutral,297,365,208,1.573420546,0.5,2.073420546,NA,NA
551,happy,298,66,141,4.873870599,1,5.873870599,NA,NA
636,happy,299,154,241,1.678130499,1,2.678130499,NA,NA
665,angry,300,526,95,3.453883952,0,3.453883952,NA,NA
841,angry,301,158,14,2.420762381,0,2.420762381,NA,NA
249,happy,302,436,221,3.506125871,1,4.506125871,NA,NA
70,neutral,303,689,5,1.930480374,0.5,2.430480374,NA,NA
938,sad,304,52,229,4.397776651,0.2,4.597776651,NA,NA
588,sad,305,436,467,3.679595436,0.2,3.879595436,NA,NA
755,angry,306,617,320,4.151140362,0,4.151140362,NA,NA
665,angry,307,571,346,3.859093298,0,3.859093298,NA,NA
272,neutral,308,561,449,3.549763698,0.5,4.049763698,NA,NA
625,angry,309,29,7,2.556714048,0,2.556714048,NA,NA
499,surprise,310,662,318,3.05526734,0.8,3.85526734,NA,NA
896,angry,311,774,276,3.694119399,0,3.694119399,NA,NA
573,sad,312,483,266,1.165874674,0.2,1.365874674,NA,NA
757,surprise,313,183,270,3.902641059,0.8,4.702641059,NA,NA
382,surprise,314,17,411,3.580304715,0.8,4.380304715,NA,NA
454,happy,315,646,122,2.640410393,1,3.640410393,NA,NA
717,surprise,316,143,202,1.940009602,0.8,2.740009602,NA,NA
48,surprise,317,559,401,4.998228818,0.8,5.798228818,NA,NA
157,surprise,318,94,300,3.40339462,0.8,4.20339462,NA,NA
410,happy,319,356,116,4.284763515,1,5.284763515,NA,NA
701,angry,320,153,450,3.609896866,0,3.609896866,NA,NA
164,sad,321,644,129,3.346729071,0.2,3.546729071,NA,NA
487,happy,322,43,470,4.986996407,1,5.986996407,NA,NA
535,sad,323,112,58,3.08530045,0.2,3.28530045,NA,NA
880,neutral,324,725,205,4.023531303,0.5,4.523531303,NA,NA
226,surprise,325,157,306,2.215010138,0.8,3.015010138,NA,NA
724,neutral,326,281,84,3.428166314,0.5,3.928166314,NA,NA
775,happy,327,245,78,2.335427118,1,3.335427118,NA,NA
662,surprise,328,100,196,3.290310618,0.8,4.090310618,NA,NA
881,happy,329,480,24,3.587463254,1,4.587463254,NA,NA
787,angry,330,550,405,2.481377398,0,2.481377398,NA,NA
999,happy,331,247,46,1.893989536,1,2.893989536,NA,NA
618,sad,332,630,173,1.975271044,0.2,2.175271044,NA,NA
559,angry,333,237,52,4.463368735,0,4.463368735,NA,NA
708,angry,334,430,16,1.465677566,0,1.465677566,NA,NA
217,neutral,335,299,76,1.383277737,0.5,1.883277737,NA,NA
572,neutral,336,491,218,3.76383886,0.5,4.26383886,NA,NA
957,surprise,337,383,469,3.660397071,0.8,4.460397071,NA,NA
608,angry,338,761,424,3.329255883,0,3.329255883,NA,NA
895,neutral,339,646,259,4.413861953,0.5,4.913861953,NA,NA
711,surprise,340,752,124,2.290583855,0.8,3.090583855,NA,NA
281,sad,341,791,424,2.362439067,0.2,2.562439067,NA,NA
98,surprise,342,440,330,1.396660484,0.8,2.196660484,NA,NA
643,happy,343,660,145,3.942524485,1,4.942524485,NA,NA
364,sad,344,90,37,3.096959143,0.2,3.296959143,NA,NA
251,happy,345,732,169,1.352817496,1,2.352817496,NA,NA
253,angry,346,284,484,1.3927846,0,1.3927846,NA,NA
417,sad,347,705,370,3.160043805,0.2,3.360043805,NA,NA
441,happy,348,315,195,4.012339726,1,5.012339726,NA,NA
1,angry,349,779,365,1.725122792,0,1.725122792,NA,NA
407,happy,350,280,351,2.203793009,1,3.203793009,NA,NA
711,surprise,351,142,459,3.124804579,0.8,3.924804579,NA,NA
914,sad,352,481,133,1.402156559,0.2,1.602156559,NA,NA
275,neutral,353,401,411,3.654035689,0.5,4.154035689,NA,NA
245,sad,354,566,423,3.272981589,0.2,3.472981589,NA,NA
156,sad,355,448,369,3.934689137,0.2,4.134689137,NA,NA
937,happy,356,479,326,3.400682927,1,4.400682927,NA,NA
368,neutral,357,481,384,4.872919067,0.5,5.372919067,NA,NA
927,neutral,358,366,160,3.961437102,0.5,4.461437102,NA,NA
510,surprise,359,746,389,2.566379109,0.8,3.366379109,NA,NA
716,happy,360,25,189,1.220395863,1,2.220395863,NA,NA
155,sad,361,557,227,2.825711784,0.2,3.025711784,NA,NA
88,angry,362,649,339,4.81508333,0,4.81508333,NA,NA
729,angry,363,404,376,3.14174966,0,3.14174966,NA,NA
99,surprise,364,361,363,4.27905922,0.8,5.07905922,NA,NA
344,angry,365,489,199,1.449104549,0,1.449104549,NA,NA
72,happy,366,395,66,1.530916351,1,2.530916351,NA,NA
345,angry,367,195,326,2.771631619,0,2.771631619,NA,NA
679,surprise,368,655,221,4.560961863,0.8,5.360961863,NA,NA
101,surprise,369,299,236,2.719456176,0.8,3.519456176,NA,NA
421,sad,370,266,470,3.611588508,0.2,3.811588508,NA,NA
156,sad,371,566,423,3.374148795,0.2,3.574148795,NA,NA
763,angry,372,589,2,4.789145598,0,4.789145598,NA,NA
230,angry,373,344,7,4.74423077,0,4.74423077,NA,NA
332,neutral,374,38,119,4.930812927,0.5,5.430812927,NA,NA
302,happy,375,63,235,2.587227851,1,3.587227851,NA,NA
18,neutral,376,617,493,3.504282166,0.5,4.004282166,NA,NA
798,angry,377,63,426,4.932453224,0,4.932453224,NA,NA
792,angry,378,407,271,2.571159179,0,2.571159179,NA,NA
598,neutral,379,181,248,2.829804682,0.5,3.329804682,NA,NA
122,neutral,380,314,54,4.207650876,0.5,4.707650876,NA,NA
96,neutral,381,632,357,2.235121542,0.5,2.735121542,NA,NA
132,surprise,382,114,458,3.509970463,0.8,4.309970463,NA,NA
430,neutral,383,741,81,4.339088036,0.5,4.839088036,NA,NA
173,angry,384,730,287,4.108919173,0,4.108919173,NA,NA
58,sad,385,641,308,1.779711121,0.2,1.979711121,NA,NA
997,sad,386,536,401,1.290806117,0.2,1.490806117,NA,NA
82,surprise,387,223,72,1.33297239,0.8,2.13297239,NA,NA
859,happy,388,676,358,3.88733611,1,4.88733611,NA,NA
198,angry,389,621,233,1.800394049,0,1.800394049,NA,NA
307,happy,390,488,314,4.058911742,1,5.058911742,NA,NA
395,angry,391,656,494,1.586618728,0,1.586618728,NA,NA
265,neutral,392,166,222,3.76342105,0.5,4.26342105,NA,NA
995,surprise,393,475,162,4.581363267,0.8,5.381363267,NA,NA
332,neutral,394,243,30,1.492320467,0.5,1.992320467,NA,NA
529,angry,395,459,122,1.319194507,0,1.319194507,NA,NA
962,angry,396,329,478,3.535816395,0,3.535816395,NA,NA
590,sad,397,411,216,3.665228399,0.2,3.865228399,NA,NA
168,sad,398,406,483,3.763368065,0.2,3.963368065,NA,NA
410,happy,399,197,132,1.898523808,1,2.898523808,NA,NA
934,happy,400,128,113,2.933221289,1,3.933221289,NA,NA
714,sad,401,650,443,3.144240609,0.2,3.344240609,NA,NA
147,angry,402,757,302,1.276981892,0,1.276981892,NA,NA
690,sad,403,81,169,4.266146945,0.2,4.466146945,NA,NA
899,sad,404,331,392,3.657307044,0.2,3.857307044,NA,NA
557,sad,405,458,320,4.297024853,0.2,4.497024853,NA,NA
470,happy,406,256,320,4.981311553,1,5.981311553,NA,NA
60,sad,407,345,36,4.536701497,0.2,4.736701497,NA,NA
70,neutral,408,456,413,4.779830782,0.5,5.279830782,NA,NA
320,neutral,409,734,145,4.308222178,0.5,4.808222178,NA,NA
888,neutral,410,692,334,3.280341959,0.5,3.780341959,NA,NA
435,happy,411,462,106,2.997437768,1,3.997437768,NA,NA
368,neutral,412,369,261,2.024183992,0.5,2.524183992,NA,NA
225,happy,413,30,391,4.944479494,1,5.944479494,NA,NA
865,angry,414,197,378,1.711299477,0,1.711299477,NA,NA
579,happy,415,577,296,1.399221165,1,2.399221165,NA,NA
524,angry,416,618,91,1.144856597,0,1.144856597,NA,NA
993,angry,417,743,338,3.770827091,0,3.770827091,NA,NA
368,neutral,418,315,450,3.445987943,0.5,3.945987943,NA,NA
889,angry,419,775,292,2.905224051,0,2.905224051,NA,NA
922,happy,420,669,424,4.723881139,1,5.723881139,NA,NA
775,happy,421,21,291,2.139910925,1,3.139910925,NA,NA
118,happy,422,494,267,1.442588656,1,2.442588656,NA,NA
534,happy,423,577,363,4.079836496,1,5.079836496,NA,NA
652,surprise,424,648,239,2.033237734,0.8,2.833237734,NA,NA
801,neutral,425,556,27,2.913676537,0.5,3.413676537,NA,NA
38,surprise,426,60,405,1.666559841,0.8,2.466559841,NA,NA
